id,code,name,menudeo,mayoreo,empaque,stock
1493,CIE-012,MASKING TAPE JANEL DE 24X50MTS,23,19.1,18,61
1494,CIE-015,MASKING TAPE JANEL DE 36X50MTS,34.8,29,27.3,52
1495,CIE-016,DIUREX JANEL DE 12X33M TORRE C/10,34.8,29,27.3,28
1496,CIE-020,MASKING TAPE JANEL DE 48X50MTS,46.3,38.5,36.2,33
1497,JAN-020,CELOMAGICO MEDIANO C/50 BLANCO,32.5,28.7,27.1,0
1498,JAN-021,CELOMAGICO MEDIANO C/50 ROJO,32.5,28.7,27.1,0
1499,JAN-022,CELOMAGICO MEDIANO C/50 AZUL,32.5,28.7,27.1,0
1500,JAN-023,CELOMAGICO MEDIANO C/50 VERDE,32.5,28.7,27.1,0
1501,JAN-024,CELOMAGICO MEDIANO C/50 ORO,32.5,28.7,27.1,0
1502,JAN-025,CELOMAGICO MEDIANO C/50 PLATA,32.5,28.7,27.1,0
1503,JAN-026,CELOMAGICO LISO JUMBO C/10 BLANCO,51.1,45,42.5,0
1504,JAN-027,CELOMAGICO LISO JUMBO C/10 ROJO,51.1,45,42.5,0
1505,JAN-028,CELOMAGICO LISO JUMBO C/10 AZUL,51.1,45,42.5,0
1506,JAN-029,CELOMAGICO LISO JUMBO C/10 VERDE,51.1,45,42.5,0
1507,JAN-030,CELOMAGICO LISO JUMBO C/10 ORO,51.1,45,42.5,0
1508,JAN-031,CELOMAGICO METALICO LISO MED C/50 ROJO,78.7,69.5,65.7,0
1509,JAN-032,CELOMAGICO METALICO LISO MED C/50 AZUL,78.7,69.5,65.7,0
1510,JAN-033,CELOMAGICO METALICO LISO MED C/50 VERDE,78.7,69.5,65.7,0
1511,JAN-034,CELOMAGICO METALICO LISO MED C/50 ORO,78.7,69.5,65.7,0
1512,JAN-035,CELOMAGICO METALICO LISO MED C/50 PLATA,78.7,69.5,65.7,0
1513,JAN-036,CELOMAGICO MET LISO JUMBO C/10 ROJO,124.3,109.7,103.6,0
1514,JAN-037,CELOMAGICO MET LISO JUMBO C/10 AZUL,124.3,109.7,103.6,0
1515,JAN-038,CELOMAGICO MET LISO JUMBO C/10 VERDE,124.3,109.7,103.6,0
1516,JAN-039,CELOMAGICO MET LISO JUMBO C/10 ORO,124.3,109.7,103.6,0
1517,JAN-040,CELOMAGICO MET LISO JUMBO C/10 PLATA,124.3,109.7,103.6,0
1518,JAN-041,CELOMAGICO MATE MED C/50 ROJO,47.5,42,39.6,0
1519,JAN-042,CELOMAGICO MATE MED C/50 AZUL,47.5,42,39.6,0
1520,JAN-043,CELOMAGICO MATE MED C/50 VERDE,47.5,42,39.6,0
1521,JAN-044,CELOMAGICO MATE MED C/50 SALMON,47.5,42,39.6,0
1522,JAN-045,CELOMAGICO MATE MED C/50 AZ CIELO,47.5,42,39.6,0
1523,JAN-046,CELOMAGICO MATE GIG C/50 BLANCO,119.1,105,99.1,0
1524,JAN-047,CELOMAGICO MATE GIG C/50 ROJO,119.1,105,99.1,0
1525,JAN-048,CELOMAGICO MATE GIG C/50 AZUL,119.1,105,99.1,0
1526,JAN-049,CELOMAGICO MATE GIG C/50 VERDE,119.1,105,99.1,0
1527,JAN-050,CELOMAGICO MATE GIG C/50 SALMON,119.1,105,99.1,0
1528,JAN-051,CELOMAGICO MATE GIG C/50 AZ CIELO,119.1,105,99.1,0
1529,JAN-052,ESTRELLA MEDIANO METAL BL/25,55.2,48.7,46,0
1530,JAN-053,ESTRELLA MED LIOS S.CL. BL/25,22,19.5,18.4,0
1531,JAN-054,ESTRELLA MED LIOS S.OBS. BL/25,22,19.5,18.4,0
1532,JAN-055,REHILETE MEDIANO S.CL. BL/40,32.4,28.6,27,0
1533,JAN-056,CURLING LISO #1 C/457 M ROJO,35.9,31.7,29.9,4
1534,JAN-057,CURLING LISO #1 C/457 M BLANCO,35.9,31.7,29.9,8
1535,JAN-058,CURLING LISO #1 C/457 M AZUL,35.9,31.7,29.9,14
1536,JAN-059,CURLING LISO #1 C/457 M VERDE,35.9,31.7,29.9,7
1537,JAN-060,CURLING LISO #1 C/457 M AMARILLO,35.9,31.7,29.9,0
1538,JAN-061,CURLING METALICO #1 C/200 M ROJO,42.4,37.4,35.3,13
1539,JAN-062,CURLING METALICO #1 C/200 M AZUL,42.4,37.4,35.3,11
1540,JAN-063,CURLING METALICO #1 C/200 M VERDE,42.4,37.4,35.3,5
1541,JAN-064,CURLING METALICO #1 C/200 M ORO,42.4,37.4,35.3,5
1542,JAN-065,CURLING METALICO #1 C/200 M PLATA,42.4,37.4,35.3,15
1543,JAN-066,CURLING METALICO #1 C/100 M ROJO,25.8,22.8,21.5,10
1544,JAN-067,CURLING METALICO #1 C/100 M AZUL,25.8,22.8,21.5,21
1545,JAN-068,CURLING METALICO #1 C/100 M VERDE,25.8,22.8,21.5,25
1546,JAN-069,CURLING METALICO #1 C/100 M ORO,25.8,22.8,21.5,18
1547,JAN-070,CURLING METALICO #1 C/100 M PLATA,25.8,22.8,21.5,14
1548,JAN-071,ETIQ LASER 216MM X 279MM J5165,80.2,70.8,66.8,12
1549,JAN-072,ETIQ ECONOPACK BLANCA 9MMX13MM,13.4,11.8,11.2,76
1550,JAN-073,ETIQ ECONOPACK AMARILLA 9MMX13MM,13.4,11.8,11.2,30
1551,JAN-074,ETIQ ECONOPACK NARANJA 9MMX13MM,13.4,11.8,11.2,40
1552,JAN-075,ETIQ ECONOPACK ROSA 9MMX13MM,13.4,11.8,11.2,35
1553,JAN-076,810 INVISIBLE 18MMX33M BOLSA,10.9,9.6,9,63
1554,JAN-077,ETIQ ECONOPACK BLANCA 8MMX20MM,13.4,11.8,11.2,37
1555,JAN-078,ETIQ ECONOPACK ROSA 8MMX20MM,13.4,11.8,11.2,24
1556,JAN-079,ETIQ ECONOPACK VERDE 8MMX20MM,13.4,11.8,11.2,31
1557,JAN-080,ETIQ ECONOPACK NARANJA 8MMX20MM,13.4,11.8,11.2,46
1558,JAN-081,ETIQ ECONOPACK BLANCA 13MMX38MM,13.4,11.8,11.2,36
1559,JAN-082,ETIQ ECONOPACK AMARILLO 13MMX38MM,13.4,11.8,11.2,47
1560,JAN-083,ETIQ ECONOPACK VERDE 13MMX38MM,13.4,11.8,11.2,33
1561,JAN-084,ETIQ ECONOPACK NARANJA 13MMX38MM,13.4,11.8,11.2,58
1562,JAN-085,ETIQ ECONOPACK ROSA 13MMX38MM,13.4,11.8,11.2,49
1563,JAN-086,ETIQ ECONOPACK BLANCA 32MMX64MM,13.4,11.8,11.2,62
1564,JAN-087,ETIQ ECONOPACK VERDE 32MMX64MM,13.4,11.8,11.2,22
1565,JAN-088,ETIQ ECONOPACK NARANJA 32MMX64MM,13.4,11.8,11.2,30
1566,JAN-089,ETIQ ECONOPACK BCA 50MMX100MM,13.4,11.8,11.2,49
1567,JAN-090,ETIQ ECONOPACK AMA 50MMX100MM,13.4,11.8,11.2,35
1568,JAN-091,ETIQ ECONOPACK VERDE 50MMX100MM,13.4,11.8,11.2,40
1569,JAN-092,ETIQ ECONOPACK NJA 50MMX100MM,13.4,11.8,11.2,26
1570,JAN-093,ETIQ ECONOPACK ROSA 50MMX100MM,13.4,11.8,11.2,43
1571,JAN-094,MINI CUBO AMARILLO 2X2 400HJ,17.3,15.3,14.5,20
1572,JAN-095,CUBO AMARILLO 3X3 400HJ,34.6,30.6,28.8,0
1573,JAN-096,MINI CUBO NEON 2X2 400HJ,25.6,22.6,21.3,3
1574,JAN-097,CUBO NEON 3X3 400HJ,53.8,47.5,44.8,0
1575,JAN-098,MINI CUBO PASTEL 2X2 400HJ,19.2,17,16,0
1576,JAN-099,BLOCK 3X3 AMARILLO PAQ/6PZ,54.6,48.3,45.5,0
1577,JAN-100,BLOCK 3X3 NEON PAQ/6PZ,85.6,75.6,71.3,0
1578,JAN-101,BLOCK 3X3 PASTEL PAQ/6PZ,61.1,53.9,50.8,0
1579,JAN-102,CINTA JANEL 070 TRANSP DE 44X40MTS C/6 PZS.,43.4,38.3,36.2,0
1580,JAN-103,CUBO PASTEL 3X3 400HJ,38.3,34,32,0
1581,JAN-104,CINTA DOBLE CARA POLIESTER 18*50,50,44.6,42.4,55
1582,JAN-105,CINTA DOBLE CARA POLIESTER 12*50,34.8,30.5,28.3,41
1583,JAN-106,ETIQUETA CLASICA 67MMX47MM,25,22.5,21.5,29
1584,JAN-107,ETIQUETA CLASICA 19MMX50MM,25,22.5,21.5,19
1585,JAN-108,ETIQUETA CLASICA 5MMX34MM,25,22.5,21.5,0
1586,JAN-109,ETIQUETA CLASICA 19MMX38MM,25,22.5,21.5,0
1587,JAN-110,ETIQUETA CLASICA 09MMX52MM,25,22.5,21.5,0
1588,JAN-111,ETIQUETA CLASICA 25MMX38MM,25,22.5,21.5,0
1589,JAN-112,ETIQUETA CLASICA 25MMX13MM,25,22.5,21.5,25
1590,JAN-113,ETIQ ECONOPACK NARANJA 19MM,13.4,11.8,11.2,55
1591,JAN-114,ETIQ ECONOPACK AMARILLO 32MMX64MM,13.4,11.8,11.2,51
1592,JAN-115,ETIQ ECONOPACK BLANCA 13MM,13.4,11.8,11.2,30
1593,JAN-116,ETIQ ECONOPACK AMARILLA 13MM,13.4,11.8,11.2,48
1594,JAN-117,ETIQ ECONOPACK VERDE 13MM,13.4,11.8,11.2,22
1595,JAN-118,ETIQ ECONOPACK NARANJA 13MM,13.4,11.8,11.2,75
1596,JAN-119,ETIQ ECONOPACK BLANCA 19MM,13.4,11.8,11.2,26
1597,JAN-120,ETIQ ECONOPACK AMARILLA 19MM,13.4,11.8,11.2,54
1598,JAN-121,ETIQ ECONOPACK VERDE 19MM,13.4,11.8,11.2,47
1599,JAN-122,ETIQ ECONOPACK ORO 19MM,13.4,11.8,11.2,51
1600,JAN-123,ETIQ ECONOPACK PLATA 19MM,13.4,11.8,11.2,54
1601,JAN-124,CINTA JANEL 070 TRANSP DE 48X50MTS C/6 PZS.,51.7,47,44.5,6
1602,JAN-125,CINTA JANEL 070 CANELA DE 48X50MTS C/6 PZS.,51.7,47,44.5,0
1603,JAN-126,ETIQ ECONOPACK AMARILLO 8MMX20MM,13.4,11.8,11.2,20
1604,JAN-127,ETIQ ECONOPACK ROSA 19MM,13.4,11.8,11.2,23
1605,JAN-128,ETIQ ECONOPACK BCA  19MMX50MM,13.4,11.8,11.2,47
1606,JAN-129,ETIQ ECONOPACK BCA  20MMX105MM FILE,13.4,11.8,11.2,20
1607,JAN-130,ETIQ ECONOPACK BCA  13MMX19MM,13.4,11.8,11.2,46
1608,JAN-131,ETIQ ECONOPACK BCA  19MMX38MM,13.4,11.8,11.2,29
1609,JAN-132,ETIQ ECONOPACK BCA  25MMX38MM,13.4,11.8,11.2,44
1610,JAN-133,ROLLO DE PLAYO 18X80GRS JANEL,0,0,0,0
1611,JAN-134,CINTA JANEL TRANSP DE 48X50MTS C/6 PZS.,58.7,51.8,48.9,0
1612,JAN-135,CINTA JANEL 070 TRANSP DE 48X50MTS IND C/1PZ,9.9,8.7,8.2,34
1613,JAN-136,CINTA JANEL 070 TRANSP DE 48X150MTS IND C/1PZ,26.3,23.2,21.9,0
1614,JAN-137,ETIQUETA CLASICA 13MM X 19MM,25,22.5,21.5,0
1615,JAN-138,ETIQ ECONOPACK ROSA 32MMX64MM,13.4,11.8,11.2,47
1616,JAN-139,ETIQ ECONOPACK ROSA 13MM,13.4,11.8,11.2,23
1617,JAN-140,ETIQ ECONOPACK BCA  67MMX47MM,13.4,11.8,11.2,26
1618,JAN-141,ETIQ ECONOPACK VERDE 9MMX13MM,13.4,11.8,11.2,38
1619,JAN-142,CINTA TRANSPARENTE 48MM X 150M PAQ C/6,157.7,139.1,131.4,0
1620,BOL-005,BOL KILOMETRICO 100 CJ12 NEGR,37,34,32.5,50
1621,BOL-006,BOL KILOMETRICO 100 CJ12 AZUL,37,34,32.5,66
1622,BOL-007,BOL KILOMETRICO 100 CJ12 ROJO,37,34,32.5,92
1623,BOL-008,BOL KILOMETRICO 100 CJ12 VERDE,37,34,32.5,0
1624,BOL-009,BOL KILOMETRICO 100 CJ12 MOKA,37,34,32.5,0
1625,BOL-010,BOL KILOMETRICO 100 CJ12 MAGEN,37,34,32.5,79
1626,BOL-011,BOL KILOMETRICO 100 CJ12 MORAD,37,34,32.5,83
1627,BOL-012,BOL KILOMETRICO 100 CJ12 TURQ,37,34,32.5,0
1628,BOL-013,BOL KILOMETRICO 100 CJ12 LIMA,37,34,32.5,0
1629,BOL-014,BOL KILOMETRICO 100 CJ12 NARANJA,37,34,32.5,0
1630,BOL-015,BOL KILOMETRICO 100 CJ12 SURTI,33,32,31.5,0
1631,BOL-016,PM KILOMETRICO FINE O/S NEGRO X12,35,34,32.5,0
1632,BOL-017,PM KILOMETRICO FINE O/S AZUL X 12,35,34,32.5,0
1633,BOL-018,PM KILOMETRICO FINE O/S ROJO X 12,35,34,32.5,0
1634,BOL-019,BOL KILOMETRICO RETRACTIL CJ12 NEGR,35.2,32,32,0
1635,BOL-020,BOL KILOMETRICO RETRACTIL CJ12 AZUL,35.2,32,32,0
1636,BOL-021,BOL KILOMETRICO RETRACTIL CJ12 ROJO,35.2,32,32,0
1637,BOL-022,PM INKJOY KCO WRAPS 100ST 12CT CAJA  NEGRO,33,30,30,0
1638,BOL-023,PM INKJOY KCO WRAPS 100ST 12CT CAJA AZUL,33,30,30,0
1639,BOL-024,PM INKJOY KCO WRAPS 100ST 12CT CAJA ROJO,33,30,30,0
1640,BOL-025,PM INKJOY KCO WRAPS 100ST 12CT CAJA SURT,33,30,30,0
1641,BOL-035,KILOMETRICO INKJOY 100ST DISPLAY 24 FUN,76,74,72,7
1642,BOL-036,BOL KILOMETRICO 100 BL10 SURT,45,40,37.5,28
1643,BOL-045,BOL KILOMETRICO WRAPS NEGRO,33,30,30,0
1644,BOL-046,BOL KILOMETRICO WRAPS ROJO,33,30,30,0
1645,BOL-047,BOL KILOMETRICO WRAPS AZUL,33,30,30,0
1646,BOL-051,BOL KILOMETRICO 18 COLORES SURT,45,42,40,0
1647,BOL-063,PM KILOMETRICO FINE O/S SURTIDO X12,35,30,28.5,0
1648,LAC-045,LPZ COLORES PRISMACOLOR  C/12 LARGOS,90,85,82,24
1649,LAC-046,LPZ COLORES PRISMACOLOR  C/24 LARGOS,175,163,161,15
1650,LAC-047,LPZ COLORES PRISMACOLOR  C/48 LARGOS,320,300,288,0
1651,LAC-051,LPZ COLORES PRISMACOLOR  C/36 LARGOS,240,225,220,0
1652,LAC-052,LPZ COLORES FANTASY C/12+3 LARGOS,60,52,49.5,0
1653,LGR-037,LPZ DE ESCRT MED #2 HB MIRADO C/72,255,250,245,0
1654,LGR-038,LPZ DE ESCRT MED #2 1/2 HB MIRADO C/72,300,290,285,22
1655,LGR-039,LPZ CHECADOR VERITHIN C/12 ROJO CARMIN,60.5,59,59,0
1656,LGR-040,LPZ CHECADOR VERITHIN C/12 AZUL,60.5,55,52,0
1657,LGR-041,LPZ DE ESCRT MED #2 HB MIRADO C/72 CON PROMOCION,300,290,285,0
1658,LGR-064,LAPIZ VERITHIN DUO C/12,60.5,55,52,0
1659,LGR-176,LAPIZ MIRADO TRIANGULAR #2 C/10 ,25,25,23,14
1660,MPE-008,MARC PERM ESTERBROOK NEGRO C/12,300,295,290,14
1661,MPE-009,MARC PERM ESTERBROOK ROJO C/12,270,260,255,0
1662,MPE-010,MARC PERM ESTERBROOK AZUL C/12,300,295,290,5
1663,MPE-011,MARC PERM ESTERBROOK VERDE C/12,270,260,255,0
1664,MPE-038,MARCADOR SHARPIE TWIN TIP NEGRO C/12,250,235,232,9
1665,MPE-039,MARCADOR SHARPIE TWIN TIP AZUL C/12,250,235,232,13
1666,MPE-040,MARCADOR SHARPIE TWIN TIP ROJO C/12,250,235,232,6
1667,MPE-058,MARCADOR SHARPIE PUNTO FINO NEGRO C/12,190,180,175,11
1668,MPE-060,MARCADOR SHARPIE P. FINO EST.C/8 COLORES,100,96,94,0
1669,MPE-061,MARCADOR SHARPIE DOBLE PUNTA EST.C/8 COLORES,125,115,112,0
1670,MPE-062,MARCADOR SHARPIE TWIN TIP C/12 SURTIDO,185,170,168,0
1671,MPE-063,MARCADOR SHARPIE COSMIC P. FINO C/24 SURT,280,265,258,0
1672,MPE-064,MARCADOR SHARPIE P. FINO C/24 SURT,295,281,275,0
1673,MPE-068,MARC PERM ESTERBROOK EXH. SURTIDO C/12,270,260,255,0
1674,MPE-069,MARCADOR SHARPIE PUNTO FINO AZUL C/12,190,180,175,4
1675,MPE-070,MARCADOR SHARPIE PUNTO FINO ROJO C/12,190,180,175,11
1676,MPE-075,MARC PERM ESTERBROOK ROJO C/6,150,147.5,145,12
1677,PCO-027,PLUM ACUACOLOR ESTUCHE C/12 VIN,143,130,120,0
1678,PCO-028,PLUM ACUACOLOR ESTUCHE C/4 VIN,49.5,45,40,0
1679,PCO-029,PLUM ACUACOLOR NEGRO CJ-12,130,125,120,0
1680,PCO-030,PLUM ACUACOLOR AZUL OSCURO CJ-12,130,125,120,0
1681,PCO-031,PLUM ACUACOLOR AZUL CLARO CJ 12,115,110,108,0
1682,PCO-032,PLUM ACUACOLOR ROJO CJ-12,115,110,110,0
1683,PCO-033,PLUM ACUACOLOR VERDE OSCURO CJ-12,115,110,110,1
1684,PCO-034,PLUM ACUACOLOR VDE CLARO CJ-12,115,110,108,0
1685,PCO-035,PLUM ACUACOLOR AMARILLO CJ-12,115,110,108,0
1686,PCO-036,PLUM ACUACOLOR NARANJA CJ-12,115,110,108,2
1687,PCO-037,PLUM ACUACOLOR ROSA CJ-12,115,110,108,0
1688,PCO-038,PLUM ACUACOLOR VIOLETA CJ-12,115,110,108,0
1689,PCO-039,PLUM ACUACOLOR CAFE CJ-12,115,110,108,0
1690,BOL-026,BOL BIC MEDIANO CJ12 NEGRO,38,34,31,128
1691,BOL-027,BOL BIC MEDIANO CJ12 ROJO,38,34,31,148
1692,BOL-028,BOL BIC MEDIANO CJ12 AZUL,38,34,31,112
1693,BOL-029,BOL BIC MEDIANO CJ12 VERDE,38,36.5,35,0
1694,BOL-030,BOL BIC FINO CJ12 NEGRO,40,37,35.5,72
1695,BOL-031,BOL BIC FINO CJ12 ROJO,40,37,35.5,55
1696,BOL-032,BOL BIC FINO CJ12 AZUL,40,37,35.5,43
1697,BOL-048,BOL BIC DIAMANTE CJ12 NEGRO,35,33,31,0
1698,BOL-049,BOL BIC DIAMANTE CJ12 AZUL,35,33,31,0
1699,BOL-050,BOL BIC DIAMANTE CJ12 ROJO,35,33,31,0
1700,COR-005,CORRECTOR BASE AGUA AQUA KORES C/10,132,100,95,10
1701,KOR-002,K BARRA ADHESIVA KORES 8GR C/12 DISPLAY,100.5,89,84,0
1702,KOR-003,K BARRA ADHESIVA KORES 20GR C/12 DISPLAY,229.5,202.5,191.5,0
1703,KOR-004,K BARRA ADHESIVA KORES 40GR C/6 DISPLAY,156.5,138,131,0
1704,KOR-005,K SCOOTER ROJO 8MX4.2MM B2B C/10 PZ,329,290,274,0
1705,KOR-006,K ROLL ON 15MX4.2MM B2B C/10 PZ,434,383,362,0
1706,KOR-007,K-N LAPIZ DE COLOR KORES TRI 4MM C/13PZ,82.5,72.5,69,0
1707,KOR-008,K-N LAPIZ DE COLOR KORES TRI 4MM C/26PZ,140.5,124,117.5,0
1708,KOR-009,K LAPIZ GRAFITO KORES TRI NEON HB C/72PZ,227,200,189,0
1709,KOR-010,K GRAFITO KORES TRI NEGRO HB C/72PZ,227,200,189,0
1710,KOR-011,K LAPIZ DE COLOR KORES TRI 3MM C/12PZ,65.5,57.5,54.5,0
1711,KOR-012,K LAPIZ DE COLOR KORES TRI 3MM C/24PZ,122,107.5,101.5,0
1712,KOR-013,K LAPIZ DOBLE COLOR KORES TRI 12=24,78,68.5,65,0
1713,KOR-014,K LAPIZ COLOR KORES JUMBO C/12PZ,112.5,99.5,94,0
1714,KOR-015,K TWIST&TURN KORES JUMBO 5MM C/12PZ,112.5,99.5,94,0
1715,KOR-016,K PAPINKJET PHOTO GLOSY CTA 25H 180GR/M2,137.5,121,114.5,0
1716,KOR-017,K QUITA ETIQUETAS KORES 75ML,35.5,31.5,30,0
1717,KOR-018,K LIMPIADOR P/ PIZARRON BLANCO KORES 250ML,56.5,49.5,47.5,0
1718,KOR-019,K KRAYONES JUMBO KORES TRIANGULAR C/12PZ,50.31,44.5,42,0
1719,ACU-007,ACUARELA CON 16 COLORES CRAYOLA,104.2,92,86.9,32
1720,BOL-065,BOLIGRAFO DE GEL CRAYOLA AZUL C/10 PZ,85,79,77,2
1721,BOL-066,BOLIGRAFO DE GEL CRAYOLA NEGRO C/10 PZ,85,79,77,0
1722,BOL-067,BOLIGRAFO DE GEL CRAYOLA ROJO C/10 PZ,85,79,77,0
1723,BOL-068,BOLIGRAFO DE GEL CRAYOLA VERDE C/10 PZ,85,79,77,0
1724,CRA-009,6 CRAYONES ESTANDAR CRAYOLA,12.6,11.1,10.5,170
1725,CRA-010,12 CRAYONES ESTANDAR CRAYOLA,24.6,21.7,20.5,107
1726,CRA-011,24 CRAYONES ESTANDAR CRAYOLA,48,42.4,40,34
1727,CRA-012,12 CRAYONES JUMBO CRAYOLA,47.6,42,39.7,198
1728,CRA-013,24 CRAYONES JUMBO CRAYOLA,91.4,80.7,76.2,37
1729,CRA-014,12 CRAYONES TRIANGULAR JUMBO CRAYOLA,48.2,42.6,40.2,134
1730,CRA-015,24 CRAYONES TRIANGULAR JUMBO CRAYOLA,94.1,83,78.4,41
1731,CRA-016,28 CRAYONES JUMBO BOTE CRAYOLA,121.1,106.8,100.9,30
1732,CRA-017,12 CRAYONES EXTRA JUMBO SO BIG CRAYOLA,66.1,58.4,55.1,38
1733,CRA-018,18 CRAYONES EXTRA JUMBO SO BIG CRAYOLA,95.5,84.3,79.6,19
1734,CRA-019,12 MINI CRAYONES TWISTABLES CRAYOLA,74,65.3,61.7,30
1735,CRA-020,12 CRAYONES TWISTABLES CRAYOLA,93.7,82.6,78,26
1736,CRA-024,800 CRAYONES ESTANDAR CRAYOLA DIF COLORES,"1,060.00","1,028.20",982.7,0
1737,CRA-026,6 CRAYONES CORTO EXT JUMBO SHORTY CRAYOLA,15,12,10,0
1738,CRA-027,10 CRAYONES FIESTA DE COLORES CRAYOLA,45.4,40.1,37.9,24
1739,CRA-028,CRAYONES COLOR OF THE WORLD,91.5,84.5,75,26
1740,CRA-029,16PG LIBRO PCOLOREAR CRAYOLA ANIM F,14.5,12.8,12.1,9
1741,CRA-030,16PG LIBRO PCOLOREAR CRAYOLA COL K,14.5,12.8,12.1,24
1742,CRA-031,16PG LIBRO PCOLOREAR CRAYOLA UNI C,14.5,12.8,12.1,4
1743,CRA-032,16PG LIBRO PCOLOREAR CRAYOLA PREHI,14.5,12.8,12.1,18
1744,CRA-033,32PG LIBRO PCOLOREAR CRAYOLA FOOD P,21.8,19.2,18.1,1
1745,CRA-034,32PG LIBRO PCOLOREAR CRAYOLA NURS R,21.8,19.2,18.1,1
1746,CRA-035,32PG LIBRO PCOLOREAR CRAYOLA ANIM A,21.8,19.2,18.1,0
1747,CRA-036,40PG LIBRO PCOLOREAR CRAYOLA ARTW E,55.1,48.7,46,14
1748,CRA-037,40PG LIBRO PCOLOREAR CRAYOLA MIND F,55.1,48.7,46,6
1749,CRA-038,80PG LIBRO PCOLOREAR CRAYOLA EPIC B,60.9,53.8,50.8,5
1750,CRA-039,80PG LIBRO PCOLOREAR CRAYOLA ONCE U,60.9,53.8,50.8,8
1751,CRA-040,LAPICES DE COLORES C/12 SILLYSCENTS,65,58,55.5,27
1752,CRA-041,SUPER TIPS C/8 SILLYSCENTS ,60,51,49,31
1753,CRA-042,CRAYON NEON DELGADO C/24 ,60,52,50,57
1754,CRA-043,CRAYON GLITTER DELGADO C/24 ,65,58,55,0
1755,CRA-044,PLUMIN ALTERNATIVE C/8 MAGIC MARKER,66,58,55,39
1756,CRA-045,12 LAPICES DE COLOR SWIRL,68,60,57,21
1757,CRA-046,SETS BUNDLE C/14PZS MAYOREO ,830,732,693,3
1758,CRA-047,SETS PRE ESCOLAR MAYOREO C/5PZS,331,292,278,3
1759,CRA-048,SETS ESCOLAR MAYOREO C/3PZS ,152,134,127,0
1760,CRA-049,8 PLUMONES DUAL SWIRL,106,93.6,88.4,20
1761,CRA-050,8 CRAYONES ESTANDAR SWIRL ,33.2,29.3,27.6,19
1762,CRA-051,12 CRAYONES JUMBO C/4 LAPICES,47.6,42,39.7,24
1763,CRA-052,20 PLUMONES SUPER TIPS C/4 LAPICES,145.3,128.2,121.1,0
1764,CRA-053,50 PLUMONES DELGADOS CRAYOLA (10 PASTEL Y 10 AROMA,311.6,274.9,259.6,0
1765,CRA-054,16PG LIBRO PCOLOREAR CRAYOLA PAW,15.6,13.8,13.2,16
1766,CRA-055,16PG LIBRO PCOLOREAR CRAYOLA BLUEY,15.6,13.8,13.2,19
1767,CRA-056,224PG LIBRO PCOLOREAR CRAYOLA COLOS,59,52,49,17
1768,CRA-057,MARCATEXTOS CRAYOLA  C/6 TAKE NOTE,56.4,49.5,47,22
1769,CRA-058,MASA TOYS DOUGH CRAYOLA ROJO,18.9,16.7,15.7,17
1770,CRA-059,MASA TOYS DOUGH CRAYOLA AZUL,18.9,16.7,15.7,31
1771,CRA-060,MASA TOYS DOUGH CRAYOLA VERDE,18.9,16.7,15.7,16
1772,CRA-061,MASA TOYS DOUGH CRAYOLA AMARILLO,18.9,16.7,15.7,23
1773,CRA-062,MASA TOYS DOUGH CRAYOLA NARANJA,18.9,16.7,15.7,16
1774,CRA-063,MASA TOYS DOUGH CRAYOLA MORADO,18.9,16.7,15.7,21
1775,CRA-064,MASA TOYS DOUGH CRAYOLA CAFE,18.9,16.7,15.7,25
1776,CRA-065,MASA TOYS DOUGH CRAYOLA BLANCO,18.9,16.7,15.7,25
1777,GIS-007,24 GISES GIGANTES CRAYOLA,136.2,120.1,113.5,9
1778,GIS-013,3CT GISES UNICORNIO CRAYOLA,103.6,98.1,94.9,0
1779,KIDS-001,12 LAPICES DE COLOR CRAYOLA Y RESISTOL,66.6,58.4,54.9,0
1780,KIDS-002,24 LAPICES DE COLOR DUALES CRAYOLA Y RESISTOL,153.7,136.1,131.4,0
1781,KIDS-003,KIT CRAYOLA (Plumoncitos8 + Shorty6+Brocha),79.5,57,55,8
1782,KIDS-004,KIT CRAYOLA (Twistable8+Crayon std6+Brocha),46.7,35,33,0
1783,KIDS-005,KIT CRAYOLA (Color borrable12+Shorty12+Brocha),94.4,72,70,3
1784,KIDS-006,KIT CRAYOLA EST ((Plumon12+Color12+Crayon std12)) + LAPICERA PLASTICA,137.8,120.9,115.6,0
1785,KIDS-007,KIT CRAYOLA ((Plumon12+Crayon std12+Shorty6),89.1,78.5,73.2,0
1786,KIDS-008,KIT CRAYOLA EST((Plumon10+Crayon std/jumbo/tri/12),371,344.5,333.9,0
1787,KIDS-009,12 LAPICES DE COLOR CRAYOLA + 6 CRAYONES,66.6,58.4,54.9,0
1788,KIDS-010,COLOR PETS BOLSA CRAYOLA,84.4,80.9,78.6,8
1789,LGR-048,12 LAPICES DE COLOR TWISTABLES CRAYOLA,108.6,95.9,90.5,50
1790,LGR-107,12 LAPICES DE COLOR CON SACAPUNTAS CRAYOLA,69.8,61.6,58.2,41
1791,LGR-108,24 LAPICES DE COLOR CON SACAPUNTAS CRAYOLA,137.1,120.9,114.2,43
1792,LGR-109,36 LAPICES DE COLOR CON SACAPUNTAS CRAYOLA,211.9,187,176.6,17
1793,LGR-110,12 LAPICES DE COLOR TRIANGULAR/SACAPUNTAS CRAYOLA,77.3,68.2,64.4,0
1794,LGR-111,12 LAPICES DE COLOR BORRABLE / SACAPUNTAS CRAYOLA,108.2,95.5,90.2,78
